lat,lng,seconds
38.2879366,-85.8168079,6965
38.2875991,-85.8178384,6896
38.3152089,-85.8365242,7738
38.3156622,-85.8365183,7745
38.3049619,-85.8200732,6984
38.305429,-85.8197308,7029
38.3024163,-85.8051676,7813
38.3023651,-85.8052713,7821
38.3014078,-85.8141514,7526
38.2878038,-85.8274345,6547
38.2878517,-85.82728,6558
38.2846108,-85.8235485,6567
38.3033463,-85.7991522,8093
38.3033251,-85.7991047,8089
38.3268689,-85.8027445,7988
38.2892272,-85.8257494,6460
38.2897892,-85.8260305,6410
38.295106,-85.8123176,7526
38.2957952,-85.812936,7595
38.368929,-85.793579,8896
38.368951,-85.793553,8896
38.3546418,-85.7959614,8996
38.3550387,-85.7956305,9007
38.355499,-85.8073919,8531
38.3552467,-85.8071726,8527
38.2865872,-85.8210091,6676
38.2863149,-85.8218697,6615
38.3315313,-85.8159982,7298
38.3315697,-85.8159919,7301
38.349422,-85.804542,8521
38.3498739,-85.8037407,8532
38.2995932,-85.8410007,7439
38.3000315,-85.8409987,7403
38.297212,-85.8062167,7624
38.2956544,-85.8090595,7562
38.3001191,-85.8136,7603
38.3008927,-85.8142779,7525
38.321751,-85.839999,8275
38.321084,-85.840403,8336
38.3268612,-85.7995018,8147
38.3267799,-85.7986856,8201
38.2985308,-85.8279319,6627
38.2985514,-85.827899,6624
38.3067669,-85.8329643,7310
38.3067037,-85.8330833,7301
38.2916061,-85.8047182,7555
38.2915515,-85.8048145,7557
38.2991807,-85.8091411,7677
38.2979713,-85.8090449,7648
38.2971817,-85.8083521,7677
38.2800838,-85.8334489,7327
38.279838,-85.833842,7361
38.2871517,-85.8350446,7506
38.286911,-85.835502,7477
38.2967,-85.851167,8700
38.295897,-85.852004,8606
38.393737,-85.8092765,10791
38.301085,-85.7965928,7837
38.3001761,-85.7971379,7814
38.2913484,-85.8300852,6705
38.2913483,-85.8300474,6703
38.29792,-85.831003,6866
38.29807,-85.831154,6881
38.2993188,-85.8313613,6935
38.3000814,-85.8301525,6834
38.2898411,-85.8038829,7583
38.2900635,-85.8033914,7564
38.3489535,-85.8016573,8658
38.3485879,-85.800562,8763
38.3046111,-85.7842032,7462
38.3044271,-85.7845598,7489
38.3409915,-85.8336538,8221
38.3409915,-85.8335612,8228
38.307978,-85.806013,7757
38.3091608,-85.8081939,7719
38.320751,-85.865763,10488
38.3208321,-85.8646973,10559
38.3014336,-85.8156283,7468
38.3176178,-85.7816026,7484
38.3160033,-85.7838462,7521
38.286826,-85.8387638,7551
38.2869878,-85.8383822,7522
38.289258,-85.8168815,6904
38.2892033,-85.8168534,6908
38.3043431,-85.8125959,7427
38.3058689,-85.8111067,7582
38.2870913,-85.8239586,6403
38.2871773,-85.8237006,6421
38.2865034,-85.8231651,6497
38.2861593,-85.8229874,6528
38.2916422,-85.8491385,8553
38.2910057,-85.8486956,8490
38.2983431,-85.8117402,7649
38.2985937,-85.8119557,7624
38.3164378,-85.8365201,7796
38.305588,-85.815166,7250
38.305731,-85.815071,7264
38.3026575,-85.7947402,7740
38.303107,-85.7952794,7732
38.3333846,-85.798598,8140
38.3841853,-85.7974738,10055
38.384458,-85.797723,10082
38.3198466,-85.8029132,7893
38.319864,-85.802906,7891
38.3012509,-85.8085205,7713
38.301169,-85.8084369,7710
38.305625,-85.789075,7540
38.304467,-85.7880346,7519
38.2883513,-85.8285806,6648
38.2883354,-85.8295272,6710
38.3094089,-85.7944073,7922
38.3093266,-85.7945809,7909
38.274342,-85.799128,4659
38.275066,-85.799176,4720
38.2852464,-85.8258298,6578
38.2852119,-85.8259408,6586
38.2956746,-85.7992093,7733
38.3161419,-85.8484292,8496
38.315385,-85.846951,8380
38.3043753,-85.8126474,7422
38.3040081,-85.8772613,10733
38.3038935,-85.8768696,10760
38.320256,-85.796232,8051
38.320987,-85.795444,8069
38.330923,-85.78259,7770
38.3308839,-85.7839292,7861
38.2918531,-85.8112387,7332
38.2921241,-85.8107482,7371
38.2937043,-85.8280672,6642
38.2937455,-85.8281015,6640
38.2967703,-85.7947347,7707
38.296428,-85.7944244,7742
38.2828032,-85.818871,7011
38.2830053,-85.81827,7054
38.3220814,-85.8007748,8028
38.3220591,-85.8008152,8025
38.32603,-85.813241,7603
38.3378069,-85.8095052,8184
38.338557,-85.810123,8200
38.3311286,-85.8143814,7408
38.3301563,-85.8148111,7494
38.2895239,-85.8237968,6561
38.2931492,-85.8264767,6433
38.294761,-85.836415,7327
38.2937273,-85.8363927,7242
38.3050987,-85.7987386,7742
38.3050121,-85.7992646,7739
38.2863956,-85.8261387,6468
38.2864888,-85.825841,6447
38.354239,-85.8030926,8608
38.3540145,-85.803284,8584
38.358888,-85.797839,8720
38.359682,-85.796128,8744
38.3362533,-85.7951091,8225
38.3359792,-85.7948288,8196
38.322814,-85.8171702,7206
38.3228052,-85.8183033,7132
38.289266,-85.8155585,7015
38.2893976,-85.8151529,7044
38.3076321,-85.8425375,7483
38.3047799,-85.8170695,7184
38.3046752,-85.8177616,7189
38.3077196,-85.8101644,7732
38.3084688,-85.8094799,7749
38.3002784,-85.8298402,6808
38.3567245,-85.8148594,8400
38.3559823,-85.8149705,8338
38.3481749,-85.797181,8482
38.3488226,-85.7972212,8549
38.3013606,-85.8302616,6579
38.3011479,-85.8300809,6600
38.2880628,-85.8083768,7517
38.2871323,-85.8079076,7600
38.2906824,-85.8264947,6418
38.317973,-85.781819,7479
38.2743551,-85.7991642,4662
38.3512986,-85.8099982,8420
38.3507033,-85.8103635,8363
38.3408881,-85.8270562,8281
38.3408795,-85.8268671,8293
38.3086034,-85.8158222,7428
38.3082913,-85.842003,7553
38.3082346,-85.8419912,7549
38.3057403,-85.8380701,7117
38.3058443,-85.8379009,7103
38.2909155,-85.8080732,7547
38.291371,-85.808446,7502
38.309256,-85.818795,7179
38.310068,-85.818821,7112
38.3370596,-85.8088764,8168
38.2905582,-85.8449045,7737
38.2902993,-85.8443703,7696
38.2967677,-85.7937754,7792
38.2972276,-85.7929589,7858
38.3502912,-85.7945695,8764
38.3501308,-85.794659,8749
38.292457,-85.8100073,7430
38.2916285,-85.8092515,7515
38.2959343,-85.8270282,6482
38.2970683,-85.8271043,6508
38.35762,-85.803758,8604
38.343612,-85.817631,7353
38.344394,-85.8173495,7420
38.2724356,-85.8097745,5274
38.27283,-85.809808,5247
38.3223669,-85.8184972,7085
38.3222762,-85.8183379,7097
38.3000119,-85.8295432,6777
